proverb,normalized,source,tokens
مار گزیده از ریسمان سیاه و سفید می ترسد,مار گزیده از ریسمان سیاه و سفید ترسید#ترس,abadis_proverb,"['مار', 'گزیده', 'از', 'ریسمان', 'سیاه', 'و', 'سفید', 'ترسید', '[UNK]', 'ترس']"
مثل سگ و گربه به هم پریدن,مثل سگ و گربه به هم پریدن,abadis_proverb,"['مثل', 'سگ', 'و', 'گربه', 'به', 'هم', 'پریدن']"
مثل سیبی که از وسط نصف شده,مثل سیب که از وسط نصف شده,abadis_proverb,"['مثل', 'سیب', 'که', 'از', 'وسط', 'نصف', 'شده']"
مثل شیر برنج,مثل شیر برنج,abadis_proverb,"['مثل', 'شیر', 'برنج']"
مثل عنق منکسره,مثل عنق منکسره,abadis_proverb,"['مثل', 'عن', '##ق', 'منک', '##سره']"
مثل قالی کرمانه,مثل قالی کرمانه,abadis_proverb,"['مثل', 'قالی', 'کرمان', '##ه']"
مثل گدای سامره,مثل گدای سامره,abadis_proverb,"['مثل', 'گدای', 'سامره']"
مثل مار خوش خط و خال,مثل مار خوش‌خط و خال,abadis_proverb,"['مثل', 'مار', 'خوشخ', '##ط', 'و', 'خال']"
مثل ماست,مثل ماست,abadis_proverb,"['مثل', 'ماست']"
مثل مربای الو,مثل مربا الو,abadis_proverb,"['مثل', 'مربا', 'الو']"
مثل موش اب کشیده,مثل موش اب کشیده,abadis_proverb,"['مثل', 'موش', 'اب', 'کشیده']"
مثل کبک سرش را زیر برف کرده,مثل کبک سرش را زیر برف کرده,abadis_proverb,"['مثل', 'کبک', 'سرش', 'را', 'زیر', 'برف', 'کرده']"
مثل کنیز حاج باقر,مثل کنیز حاج باقر,abadis_proverb,"['مثل', 'کنیز', 'حاج', 'باقر']"
مثل یخ وا رفتن,مثل یخ وا رفتن,abadis_proverb,"['مثل', 'یخ', 'وا', 'رفتن']"
مجیز کسی را گفتن,مجیز کسی را گفتن,abadis_proverb,"['مجیز', 'کسی', 'را', 'گفتن']"
مچ کسی را گرفتن,مچ کسی را گرفتن,abadis_proverb,"['مچ', 'کسی', 'را', 'گرفتن']"
محل سگ به کسی نگذاشتن یا اعتنای سگ به کسی نکردن,محل سگ به کسی نگذاشتن یا اعتنای سگ به کسی نکردن,abadis_proverb,"['محل', 'سگ', 'به', 'کسی', 'نگذاشتن', 'یا', 'اعتنای', 'سگ', 'به', 'کسی', 'نکردن']"
محل سگ نگذاشتن,محل سگ نگذاشتن,abadis_proverb,"['محل', 'سگ', 'نگذاشتن']"
مخ جوش اوردن,مخ جوش اوردن,abadis_proverb,"['مخ', 'جوش', 'اوردن']"
مخ زدن,مخ زدن,abadis_proverb,"['مخ', 'زدن']"
مدینه گفتی و کردی کبابم,مدینه گفت#گو و کردی کباب,abadis_proverb,"['مدینه', 'گفت', '[UNK]', 'گو', 'و', 'کردی', 'کباب']"
مرا به خیر تو امید نیست شر مرسان,مرا به خیر تو امید نیست شر مرس,abadis_proverb,"['مرا', 'به', 'خیر', 'تو', 'امید', 'نیست', 'شر', 'مرس']"
مرد دو زنه جاش تو مسجده,مرد دو زنه جاش تو مسجده,abadis_proverb,"['مرد', 'دو', 'زنه', 'جاش', 'تو', 'مسجد', '##ه']"
مرد را باید دست به پشتش بزنی خاک بلند بشه,مرد را باید دست به پشتش زد#زن خاک بلند بشه,abadis_proverb,"['مرد', 'را', 'باید', 'دست', 'به', 'پشتش', 'زد', '[UNK]', 'زن', 'خاک', 'بلند', 'بشه']"
مرده را که رو بدهی به کفنش خرابی می کند,مرده را که رو بدهی به کفن خرابی کرد#کن,abadis_proverb,"['مرده', 'را', 'که', 'رو', 'بدهی', 'به', 'کفن', 'خرابی', 'کرد', '[UNK]', 'کن']"
مرغ همسایه غازه,مرغ همسایه غازه,abadis_proverb,"['مرغ', 'همسایه', 'غاز', '##ه']"
مرغ یک پا داره,مرغ یک پا داره,abadis_proverb,"['مرغ', 'یک', 'پا', 'داره']"
مرگ خوبه برای همسایه,مرگ خوبه برای همسایه,abadis_proverb,"['مرگ', 'خوبه', 'برای', 'همسایه']"
مرگ می خواهی برو گیلان,مرگ خواست#خواه برو گیلان,abadis_proverb,"['مرگ', 'خواست', '[UNK]', 'خواه', 'برو', 'گیلان']"
مرگ یک بار شیون یک بار,مرگ یک‌بار شیون یک‌بار,abadis_proverb,"['مرگ', 'یکبار', 'شیون', 'یکبار']"
مروارید باشه غلتون باشه ارزون باشه,مروارید باشه غلتون باشه ارزون باشه,abadis_proverb,"['مروارید', 'باشه', 'غلت', '##ون', 'باشه', 'ارزون', 'باشه']"
مزه دهن کسی را چشیدن,مزه دهن کسی را چشیدن,abadis_proverb,"['مزه', 'دهن', 'کسی', 'را', 'چشیدن']"
مستی و راستی,مستی و راستی,abadis_proverb,"['مستی', 'و', 'راستی']"
مشت نمونه خروار,مشت نمونه خروار,abadis_proverb,"['مشت', 'نمونه', 'خروار']"
مشت کسی باز شدن,مشت کسی باز شدن,abadis_proverb,"['مشت', 'کسی', 'باز', 'شدن']"
مشت کسی را باز کردن,مشت کسی را باز کردن,abadis_proverb,"['مشت', 'کسی', 'را', 'باز', 'کردن']"
مشک ان است که خود ببوید نه انکه عطار بگوید,مشک ان است که خود بویید#بوی نه انکه عطار گفت#گو,abadis_proverb,"['مشک', 'ان', 'است', 'که', 'خود', 'بویی', '##د', '[UNK]', 'بوی', 'نه', 'انکه', 'عطار', 'گفت', '[UNK]', 'گو']"
مشکلی نیست که اسان نشود مرد باید که هراسان نشود,مشکل نیست که اسان شد#شو مرد باید که هراسان شد#شو,abadis_proverb,"['مشکل', 'نیست', 'که', 'اسان', 'شد', '[UNK]', 'شو', 'مرد', 'باید', 'که', 'هراسان', 'شد', '[UNK]', 'شو']"
معما چون حل گشت اسان شود,معما چون حل گشت اسان شد#شو,abadis_proverb,"['معما', 'چون', 'حل', 'گشت', 'اسان', 'شد', '[UNK]', 'شو']"
مغز خر خوردن,مغز خر خوردن,abadis_proverb,"['مغز', 'خر', 'خوردن']"
مگس پراندن,مگس پراندن,abadis_proverb,"['مگس', 'پراند', '##ن']"
مگسی شدن,مگسی شدن,abadis_proverb,"['مگس', '##ی', 'شدن']"
مگه سر اوردی,مگه سر اورد,abadis_proverb,"['مگه', 'سر', 'اورد']"
مل مرغ سرکنده,مل مرغ سرکنده,abadis_proverb,"['مل', 'مرغ', 'سرکن', '##ده']"
ملا شدن چه اسان ادم شدن چه مشکل,ملا شدن چه اسان ادم شدن چه مشکل,abadis_proverb,"['ملا', 'شدن', 'چه', 'اسان', 'ادم', 'شدن', 'چه', 'مشکل']"
ملانصرالدین کاری نداشت سوزن به تخمش می زد داد می کشید,ملانصرالدین کاشت#کار داشت#دار سوزن به تخم زد#زن داد کشت#کش,abadis_proverb,"['ملانصرالدین', 'کاشت', '[UNK]', 'کار', 'داشت', '[UNK]', 'دار', 'سوزن', 'به', 'تخم', 'زد', '[UNK]', 'زن', 'داد', 'کشت', '[UNK]', 'کش']"
ملی شدن,ملی شدن,abadis_proverb,"['ملی', 'شدن']"
مماس بودن,مماس بودن,abadis_proverb,"['مماس', 'بودن']"
ممه را لولو برد,ممه را لولو برد,abadis_proverb,"['ممه', 'را', 'لولو', 'برد']"
من اینور جوی تو اونور جوی,من اینور جوی تو اونور جوی,abadis_proverb,"['من', 'اینور', 'جوی', 'تو', 'اونور', 'جوی']"
من مرده تو زنده,من مرده تو زنده,abadis_proverb,"['من', 'مرده', 'تو', 'زنده']"
من میگم نره اون میگه بدوش,من میگ نره اون میگه بدو,abadis_proverb,"['من', 'میگ', 'نره', 'اون', 'میگه', 'بدو']"
منتر کردن,منتر کردن,abadis_proverb,"['منت', '##ر', 'کردن']"
مهرم حلال جونم ازاد,مهرم حلال جون ازاد,abadis_proverb,"['مهر', '##م', 'حلال', 'جون', 'ازاد']"
مهرمون هم خرابه,مهرمون هم خرابه,abadis_proverb,"['مهر', '##مون', 'هم', 'خرابه']"
مهره مار داشتن,مهره مار داشتن,abadis_proverb,"['مهره', 'مار', 'داشتن']"
مو را از ماست کشیدن,مو را از ماست کشیدن,abadis_proverb,"['مو', 'را', 'از', 'ماست', 'کشیدن']"
مو لای درزش نمیره,مو لای درز نمیره,abadis_proverb,"['مو', 'لای', 'درز', 'نمیره']"
مواظب مالت باش مردم را دزد نکن,مواظب مالت باش مردم را دزد نکن,abadis_proverb,"['مواظب', 'مالت', 'باش', 'مردم', 'را', 'دزد', 'نکن']"
مورچه چیه که کله پاچش باشه,مورچه چیه که کله پاچ باشه,abadis_proverb,"['مورچه', 'چیه', 'که', 'کله', 'پاچ', 'باشه']"
مورچه چیه که کله پاچه ش باشه,مورچه چیه که کله‌پاچه ش باشه,abadis_proverb,"['مورچه', 'چیه', 'که', 'کلهپاچه', 'ش', 'باشه']"
موس موس کردن,موس‌موس کردن,abadis_proverb,"['موسم', '##وس', 'کردن']"
موش از کون کسی بلغور می کشد یا موش از انبان یا انبون کسی ارزن می برد,موش از کون کسی بلغور کشت#کش یا موش از انبان یا انبون کسی ارزن برد#بر,abadis_proverb,"['موش', 'از', 'کون', 'کسی', 'بلغور', 'کشت', '[UNK]', 'کش', 'یا', 'موش', 'از', 'انبان', 'یا', 'انب', '##ون', 'کسی', 'ارزن', 'برد', '[UNK]', 'بر']"
موش دواندن,موش دواندن,abadis_proverb,"['موش', 'دواندن']"
موش موشک اسه بیا اسه برو که گربه شاخت نزنه,موش موشک اسه بیا اسه برو که گربه شاخت نزنه,abadis_proverb,"['موش', 'موشک', 'اسه', 'بیا', 'اسه', 'برو', 'که', 'گربه', 'شاخت', 'نزن', '##ه']"
موش و گربه بازی,موش و گربه بازی,abadis_proverb,"['موش', 'و', 'گربه', 'بازی']"
موشه تو سوراخ نمی رفت جارو به دمش می بست,موشه تو سوراخ رفت#رو جارو به دمش بست#بند,abadis_proverb,"['موشه', 'تو', 'سوراخ', 'رفت', '[UNK]', 'رو', 'جارو', 'به', 'دمش', 'بست', '[UNK]', 'بند']"
موهاشو تو اسیاب سفید نکرده,موهاشو تو اسیاب سفید نکرده,abadis_proverb,"['موها', '##شو', 'تو', 'اسیاب', 'سفید', 'نکرده']"
موی بدن سیخ شدن,موی بدن سیخ شدن,abadis_proverb,"['موی', 'بدن', 'سیخ', 'شدن']"
موی کسی را اتش زدن,موی کسی را اتش زدن,abadis_proverb,"['موی', 'کسی', 'را', 'اتش', 'زدن']"
نا فرم,نا فرم,abadis_proverb,"['نا', 'فرم']"
نابرده رنج گنج میسر نمی شود,نابرده رنج گنج میسر شد#شو,abadis_proverb,"['نابرده', 'رنج', 'گنج', 'میسر', 'شد', '[UNK]', 'شو']"
ناپرهیزی کردن,ناپرهیزی کردن,abadis_proverb,"['ناپ', '##رهی', '##زی', 'کردن']"
ناخدا,ناخدا,abadis_proverb,['ناخدا']
ناخن به هم زدن یا کوبیدن,ناخن به هم زدن یا کوبیدن,abadis_proverb,"['ناخن', 'به', 'هم', 'زدن', 'یا', 'کوبیدن']"
ناخن خشک,ناخن‌خشک,abadis_proverb,"['ناخن', '##خشک']"
ناخن خشک یا ناخن خشکی,ناخن‌خشک یا ناخن‌خشکی,abadis_proverb,"['ناخن', '##خشک', 'یا', 'ناخن', '##خشک', '##ی']"
ناخن کوچکه ی کسی هم نبودن یا نشدن,ناخن کوچکه‌ی کسی هم نبودن یا نشدن,abadis_proverb,"['ناخن', 'کوچک', '##هی', 'کسی', 'هم', 'نبودن', 'یا', 'نشدن']"
ناخنک زدن,ناخنک زدن,abadis_proverb,"['ناخنک', 'زدن']"
ناز شست کسی,ناز شست کسی,abadis_proverb,"['ناز', 'شست', 'کسی']"
ناز کسی خریدار داشتن,ناز کسی خریدار داشتن,abadis_proverb,"['ناز', 'کسی', 'خریدار', 'داشتن']"
ناز کسی را کشیدن یا خریدن,ناز کسی را کشیدن یا خریدن,abadis_proverb,"['ناز', 'کسی', 'را', 'کشیدن', 'یا', 'خریدن']"
نازک تر از گل به کسی نگفتن,نازک از گل به کسی نگفتن,abadis_proverb,"['نازک', 'از', 'گل', 'به', 'کسی', 'نگفتن']"
نازک نارنجی بودن,نازک نارنجی بودن,abadis_proverb,"['نازک', 'نارنجی', 'بودن']"
نازکش داری ناز کن نداری پاتو رو به قبله دراز کن,نازکش داشت#دار ناز کن نداری پاتو رو به قبله دراز کن,abadis_proverb,"['نازک', '##ش', 'داشت', '[UNK]', 'دار', 'ناز', 'کن', 'نداری', 'پاتو', 'رو', 'به', 'قبله', 'دراز', 'کن']"
ناف کسی را با چیزی بریدن,ناف کسی را با چیزی بریدن,abadis_proverb,"['ناف', 'کسی', 'را', 'با', 'چیزی', 'بریدن']"
نان به نرخ روز خوردن,نان به نرخ روز خوردن,abadis_proverb,"['نان', 'به', 'نرخ', 'روز', 'خوردن']"
نان به هم قرض دادن,نان به هم قرض دادن,abadis_proverb,"['نان', 'به', 'هم', 'قرض', 'دادن']"
نان در خون زدن و خوردن,نان در خون زدن و خوردن,abadis_proverb,"['نان', 'در', 'خون', 'زدن', 'و', 'خوردن']"
نان را به نرخ روز خوردن,نان را به نرخ روز خوردن,abadis_proverb,"['نان', 'را', 'به', 'نرخ', 'روز', 'خوردن']"
نان زیر کباب,نان زیر کباب,abadis_proverb,"['نان', 'زیر', 'کباب']"
نان کسی را اجر کردن,نان کسی را اجر کردن,abadis_proverb,"['نان', 'کسی', 'را', 'اجر', 'کردن']"
نان کور,نان کور,abadis_proverb,"['نان', 'کور']"
نان یا نان واب داشتن کاری یا چیزی,نان یا نان واب داشتن کاشت#کار یا چیزی,abadis_proverb,"['نان', 'یا', 'نان', 'واب', 'داشتن', 'کاشت', '[UNK]', 'کار', 'یا', 'چیزی']"
نبشی دادن,نبشی دادن,abadis_proverb,"['نبشی', 'دادن']"
نتق نکشیدن,نتق نکشیدن,abadis_proverb,"['نت', '##ق', 'نکشیدن']"
نچه خوبان همه دارندتو تنها داری,نچه خوبان همه دارندتو تنها داشت#دار,abadis_proverb,"['نچ', '##ه', 'خوبان', 'همه', 'دارند', '##تو', 'تنها', 'داشت', '[UNK]', 'دار']"
نخود هر اش,نخود هر,abadis_proverb,"['نخود', 'هر']"
نخود هر یا همه اش,نخود هر یا همه,abadis_proverb,"['نخود', 'هر', 'یا', 'همه']"
نخورده ایم نان گندم اما دیده ایم دست مردم,خورد#خور نان گندم اما دید#بین دست مردم,abadis_proverb,"['خورد', '[UNK]', 'خور', 'نان', 'گندم', 'اما', 'دید', '[UNK]', 'بین', 'دست', 'مردم']"
نرخ معین یا تعیین کردن میان یا وسط دعوا,نرخ معین یا تعیین کردن میان یا وسط دعوا,abadis_proverb,"['نرخ', 'معین', 'یا', 'تعیین', 'کردن', 'میان', 'یا', 'وسط', 'دعوا']"
